uid,date,tags,category,tracking number,title,text,region,attack on,complex attack,reporting unit,unit name,type of unit,friendly WIA,friendly KIA,HN WIA,HN KIA,Civ WIA,Civ KIA,Enemy WIA,Enemy KIA,Enemy detained,MGRS,Latitude,Longitude,Originator group,Updated by group,unk1,unk2,Affiliation,DColor,Classification
7F68AD75-1517-911C-C5CD1429E89F8831,2009-07-15 13:15:00,Explosive Hazard,IED Suspected,20090715131541RPR4172815392,(EXPLOSIVE HAZARD) IED SUSPECTED RPT   ISAF SOF : 0 INJ/DAM,"RC South reported a POSS IED find:
FF reported that while conducting a Offensive Patrol they found 1x POSS IED consisting of a battery pack and firing cable.  FF cordoned area and IEDD team is required.  No casualties or damage reported.  NFI att
",RC SOUTH,ENEMY,,TF East JOC Watch,ISAF SOF,CF,0,0,0,0,0,0,0,0,0,41RPR4172815392,31.76526451,64.49659729,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
7EB08C31-1517-911C-C56D55EAAF4DBD02,2009-07-15 13:18:00,Explosive Hazard,IED Explosion,20090715131842SVB6204145912,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) 1-501 PIR : 5 CF WIA ,"FF reported that 3rd PLT B Co struck and IED while on a mounted patrol at 42S VB 62041 45912, 13km northeast of COP Khayr Kot, Yosaf Khail District, Paktika.  B Co reported 5x US MIL WIA.  B Co reported 1x RG-31 MRAP was destroyed.  At 1210Z, TF 1 Geronimo requested a Priority MEDEVAC for the 5x US MIL WIA.  The patients sustained breathing difficulties as a result of smoke inhalation.  One of the patients lost consciousness.  The MEDEVAC mission was completed at 1307Z.  At 1332Z, B Co reported they used a thermite grenade to render the vehicle completely destroyed.  At 1421Z, CF reported the MRAP was in three separate pieces and they attempted to recover the one piece that was not on fire.  At 2100Z, CF recovered all the pieces of the MRAP.  NFTR.  Event closed.",RC EAST,ENEMY,,TF1 GERONIMO / TF East JOC Watch,1-501 PIR,CF,5,0,0,0,0,0,0,0,0,42SVB6204145912,32.95085526,68.5938797,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
FAD64869-75B5-4952-AEBB-657CB172979C,2009-07-15 13:18:00,Enemy Action,Direct Fire,41RQQ42084912302009-07#1376.01,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) D COY TF 1-12 : 1 CIV WIA ,"D COY TF 1-12 reported while conducting an offensive patrol ISO OP CONSTRICTOR 4, INS engaged with SAF, resulting in 1 x CIV (CAN) TERP W (CAT A). Casualty was MEDEVAC IAW MM(S) 07-15L to KAF R3. FF returned fire with organic weapons.

UPDATE 2217D*
Contact ceased. Casualty was evacuated and NFTR. 

***Event closed at 2217D*1 Wounded, Category A canadian(CAN) Civilian
",RC SOUTH,ENEMY,,A SIGACTS MANAGER,D COY TF 1-12,CF,0,0,0,0,1,0,0,0,0,41RQQ4208491230,31.53063393,65.54965973,RC (S),J3 ORSA,,,ENEMY,RED,SECRET
0x080e0000012273a44d2b160d6b3149af,2009-07-15 13:21:59,Enemy Action,Indirect Fire,200961512142SXD8644968986,(ENEMY ACTION) INDIRECT FIRE RPT   TF LETHAL : 0 INJ/DAM,"Event Title:D22 1323Z
Zone:null
Placename:ISAF#07-1373
Outcome:null

S:3-5AAF
A: IDF, SAF
L-F: XD 86450 68986
L-E: NORTH EAST OF AM
T: 151323ZJULY09
U:C1,C7 2/12IN
R:SCANNING AND OBSERVING

1323z: 1/C/2-12IN reports receivng 1x RND of IDF and SAF, no BDA no casualtie friendly or enemy ATT.

!!!!!!! FIREMISSION!!!!!!!!!
TIME ATT
ASSETS 120MM
OBS/OBS LOC: Able-Main
RDS TYPE: 1 HE i/a 
TGT LOC:42 S XD 87074 70296
TGT REASON: TIC, US FORSES ARE BEING ENGAGED FROM ABOVE LOCATION
MAX ORD: 9421 
GTL :  453 deg
!!!!!!!!! FIREMISSION!!!!!!!!!!!

1341z: DE07 currrently on station talking with COP Able Main.

1343z: 1/C/2-12IN reports receiving inforamtion that the AAF are vic grid XD 8788 6990, and that they are trting to extract a casualty from that area.

TIC CLOSED

120mm: 1x HE (rnds observed)",RC EAST,ENEMY,,A SIGACTS MANAGER,TF LETHAL,CF,0,0,0,0,0,0,0,0,0,42SXD8644968986,34.94625092,71.04175568,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
801A06B4-1517-911C-C5D9D9B12AA6786F,2009-07-15 13:30:00,Explosive Hazard,IED Explosion,20090715133042SVC6300005900,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) ANP : 6 HNSF WIA ,"FF reported that while conducting a patrol, ANP struck an IED resulting in 6 x ANP WIA (CAT UNK).  Casualties were CASEVAC'D to FOB Ghazni.  
2x ANP(CAT A) were MEDEVACED to BAF IAW MM(E) 07-15O, and 1x ANP was MEDEVACED to FOB SHANK IAW MM(E) 07-15L.  NFTR.  Event closed.",RC EAST,ENEMY,,TF WHITE EAGLE / TF East JOC Watch,ANP,ANSF,0,0,6,0,0,0,0,0,0,42SVC6300005900,33.49197006,68.60169983,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
CFB58F4F-1DE3-46F4-9551-6C24D69193C2,2009-07-15 13:35:00,Enemy Action,Direct Fire,41RQQ46520909602009-07#1379.01,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) A COY 2R22R BG : 0 INJ/DAM,"A COY 2R22R BG reported while conducting a NFO, UNK x INS engaged with SAF. FF returned fire with organic weapons. Contact ceased. No casualties or damage reported.

UPDATE 2215D*
NFTR. 

***Event closed at 2215D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,A COY 2R22R BG,,0,0,0,0,0,0,0,0,0,41RQQ4652090960,31.52726173,65.5962677,RC (S),J3 ORSA,,,ENEMY,RED,SECRET
10948347-FA1D-4F7A-A992-18B67030DCC2,2009-07-15 13:35:00,Enemy Action,Direct Fire,41RPR24410063842009-07#1374.01,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) POW COY 1 WG : 0 INJ/DAM,"POW COY 1 WG reported while conducting a NFO, INS engaged with SAF from FP GR 41R PR 24545 06478. 
FF returned fire with bursts of 7.62mm.

UPDATE 1901D* 
As the FF continued with tasking, they received 2x auto bursts of SAF. FF did not return fire and observed arcs. No casualties or damage reported.

UPDATE 1951D*
No further INS activity. Nothing furher to report. 

***Event closed at 1954D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,POW COY 1 WG,,0,0,0,0,0,0,0,0,0,41RPR2441006384,31.68602943,64.31262207,RC (S),J3 ORSA,,,ENEMY,RED,SECRET
7EB8B8A9-1517-911C-C568B5FD18F022C4,2009-07-15 13:44:00,Explosive Hazard,IED Explosion,20090715134442SWB2893007790,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (VOIED) 3-509 PIR IVO  (ROUTE CHRYSLER): 0 INJ/DAM,FF reported they struck an IED.  They are searching for secondaries.  After exploitation  of site it was decided that initiator detonated without MC functioning as designed.  MC was destroyed.  No casualties or damage reported.  The RCP was handed off the site to the ANP and cordon emplaced. NFTR.  Event closed.,RC EAST,ENEMY,,TF GERONIMO / TF East JOC Watch,3-509 PIR,CF,0,0,0,0,0,0,0,0,0,42SWB2893007790,32.60725021,69.30833435,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
8018FBDC-0918-48F7-1EA9C224E5237B22,2009-07-15 13:45:00,Friendly Action,Escalation of Force,20090715134541RPQ096490,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   CLB-8 USMC : 0 INJ/DAM,AT 151815LJUL09 GROUNDER 4 WAS SWEEPING THE AREA WHILE HALTED FOR PIED IVO 41 RPQ 096 490 SPOTTED A TAN DUMP TRUCK APPROACHING THEM FROM THE WEST AT A SPEED OF APPX 10MPH. THE VEHICLE WAS OCCUPIED BY (1) ADULT MALE AND DID NOT APPEAR THAT IT WAS GOING TO HALT FOR THE CONVOY. AT 300 METERS THE GUNNER IN THE LEAD TRUCK WAVED FLAGS IN AN ATTEMPT TO GAIN THE TRUCKS ATTENTION. WHEN THIS DID NOT WORK THE GUNNER THEN USED A PEN FLARE AT APPX 200M OUT FROM OF THE TRUCK.  THE PEN FLARE WAS EFFECTIVE AND THE VEHICLE STOPPED. THE APPROPRIATE SIGNS ARE POSTED ON THE VEHICLES AND EOF MEASURES WERE USED IN ACCORDANCE WITH ISAF FRAGO 350-2008 EOF SOP 373.  NO CASUALTIES OR DAMAGE TO EQUIPMENT.,RC SOUTH,FRIEND,,2ND MEB Journal Clerk,CLB-8 USMC,CF,0,0,0,0,0,0,0,0,0,41RPQ096490,31.16989326,64.15006256,2ND MEB Journal Clerk,2ND MEB SWO,,,FRIEND,BLUE,SECRET
7F2CB98F-9E3C-284A-2542C5447CBB4E5B,2009-07-15 14:10:00,Enemy Action,Direct Fire,20090715141041SPR39278504,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) 2/3 USMC : 0 INJ/DAM,"WHEN: 15 1840D JULY 09 

WHO: GOLF 2/3

WHERE: 41S PR 3927 8504
1 MI SE OF NOW ZAD

WHAT: SAF

EVENT: UNIT AT ANP HILL RECEIVED (2) 5-6 RNDS BURSTS OF SAF FROM 1-2 TB 1700M SOUTH EAST OF THEIR POSITION. UNIT DID NOT ESTABLISH PID AND ARE CURRENTLY OBSERVING THE AREA.

BDA: NO CASUALTIES OF DAMAGES REPORTED.

ISAF REF # 07-1400 (CLOSED)
",RC SOUTH,ENEMY,,2ND MEB Journal Clerk,2/3 USMC,CF,0,0,0,0,0,0,0,0,0,41SPR39278504,32.39369965,64.48074341,2ND MEB Journal Clerk,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
801F579B-FFD7-3DB4-4064B36BA5E2D1D0,2009-07-15 14:20:00,Friendly Action,Escalation of Force,20090715142041RPQ096490,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   CLB-8 USMC : 0 INJ/DAM,AT 151850LJUL09 GROUNDER 4 WAS SWEEPING THE AREA WHILE HALTED FOR PIED IVO 41 RPQ 096 490 AND SPOTTED A BLACK 4 DOOR SEDAN APPROACHING THEM FROM THE EAST AT A SPEED OF APPX 10MPH. THE VEHICLE WAS OCCUPIED BY (4) ADULT MALES AND DID NOT APPEAR THAT IT WAS GOING TO HALT FOR THE CONVOY. AT 300 METERS THE GUNNER IN THE LEAD VEHICLE WAVED FLAGS IN AN ATTEMPT TO GAIN THE CARS ATTENTION. WHEN THIS DID NOT WORK THE GUNNER THEN USED A PEN FLARE AT APPX 200M OUT FROM OF THE CAR.  THE PEN FLARE WAS EFFECTIVE AND THE VEHICLE STOPPED. THE APPROPRIATE SIGNS ARE POSTED ON THE VEHICLES AND EOF MEASURES WERE USED IN ACCORDANCE WITH ISAF FRAGO 350-2008 EOF SOP 373.  NO CASUALTIES OR DAMAGE TO EQUIPMENT.,RC SOUTH,FRIEND,,2ND MEB Journal Clerk,CLB-8 USMC,CF,0,0,0,0,0,0,0,0,0,41RPQ096490,31.16989326,64.15006256,2ND MEB Journal Clerk,2ND MEB SWO,,,FRIEND,BLUE,SECRET
0x080e0000012273a44d2b160d6b314d50,2009-07-15 14:21:59,Enemy Action,Direct Fire,200961522142SXD7810064550,"(ENEMY ACTION) DIRECT FIRE RPT  (HMG,Small Arms) TF LETHAL : 0 INJ/DAM","Event Title:D25 1518Z
Zone:null
Placename:ISAF #07-1381
Outcome:null

S:unk
A:PSAF
L-F: XD 77520 64120
L-E: XD 7810 6455
T: 151851LJUL2009
U: 1/B/2-12
R: SAF/ 155mm

1421z:  1/B/2-12IN at OP Vegas reports receiving PKM/SAF fire from their NE, 60mm out of OP Vegas IOT deny AAF exfill routes.

1422z: 120mm out of KOP to target KE2275 (XD 83223 66826)

!!!!!FIRE MISSION!!!!!
TIME: ATT
F/U: 155mm Steel Rain
F/U Loc: FOB BLESSING
OBS/OBS LOC: Baker 91
TGT Loc: KE2279 XD 78376 64839 alt 1940
CALIBRATED LOT
RDS/TYPE: 4 rnds HE/VT
TGT Des/Reason:  RECEIVING SAF INTENT IS TO DESTROY AAF AND PREVENT FURTHER ATTACKS OF THIS NATURE
Max.ORD: 29,500 MSL
GTL: 151 deg mag
!!!!!FIRE MISSION!!!!! 

1429z: 155mm out of Blessing to KE2279.

1435z: 1/B/2-12IN reports no longer receiving contact.

TIC CLOSED

60mm: 13x HE (RNDS observed)
120mm: 4x HE (RNDS observed)
155mm: 12x HE (RNDS observed)",RC EAST,ENEMY,,A SIGACTS MANAGER,TF LETHAL,CF,0,0,0,0,0,0,0,0,0,42SXD7810064550,34.90777588,70.94943237,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
0x080e0000012266c6c31e16d8684c22a6,2009-07-15 14:25:19,Enemy Action,Indirect Fire,200961522542SXD7349034150,(ENEMY ACTION) INDIRECT FIRE RPT   TF CHOSIN : 0 INJ/DAM,"Event Title:D24 1430Z
Zone:null
Placename:ISAF #07-1383
Outcome:Ineffective

S- 3  ROUND
A- IDF OBSERVED
L(POO)- 42SXD 74730 30390
L(POI)-UNKNOWN
L(POI) UNKNOWN
L(POI) UNKNOWN

T-1430Z
U- A/1-32ND INF
R-100 % FORCE PROTECTION, CAS

1439 OBSERVED ANOTHER ROUND

1444 FIRE MISSION POSTED LOCATION 42SXD 7473 3039 FIRING FROM COP PENICH OBSERVER ATTACK 91 ON PENICH

1444 A/1-32ND HQ BELIEVES THAT THEY ARE FIRING 82MM  MORTARS. 

1444 COP PENICH HAVE EYES ON 4 ENEMY PAX IN THE OPEN WHO WERE FIRING THE IDF

1450Z DUDE 07 ON STATION 
F-15 EAGLES FROM 455 AEW

1452 COP PENICH HAS EYES ON THE ENEMY PAX AND HAVE NOT RECEIVED IDF FOR THE LAST 10 MINUTES 

1454 PENICH JUST OBSERVED 3RD ROUND ROUND.

1455 THEY HAVE EYES ON PAX WITH MULTIPLE TUBES IN A CAVE 

1501 END OF FIRE MISSION

1510 F-15 HAS EYES ON THE PAX IN A CAVE

1513 THERE  ARE NO HOUSES OR ANY DEVELOPMENT IN THE AREA. THE GROUND HAS BEEN CLEARED BY THE GROUND COMMANDER.  

1522 GBU-38 DROPPED ON ENEMY LOCATION
 
1528 GOOD EFFECTS ON TARGET. ESTIMATED 4 AAF KIA

BDA 4 ENEMY KIA


ROUNDS FIRED:
120MMX 11 HE, 2 WP
GBU-38 X1
**********NFTR***********
",RC EAST,ENEMY,,A SIGACTS MANAGER,TF CHOSIN,CF,0,0,0,0,0,0,0,0,0,42SXD7349034150,34.63458252,70.89272308,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
0x080e0000012266c6c31e16d8684c22d5,2009-07-15 14:27:19,Enemy Action,Direct Fire,200961522742SXD8446047860,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) TF CHOSIN : 0 INJ/DAM,"Event Title:D26 1431Z
Zone:null
Placename:ISAF #07- 1382
Outcome:Ineffective

S- 5-8 AAF	
A-SAF	
L (F)42SXD 8446 4786
L (E)42SXD 84783 49138	
T-1901L	
U-2/C/1-32ND COP BADEL
R-SAF, 60MM 

1439 2/C/1-32ND IS GREEN ON M/W/E

1428 NO HIT ON THE LCMR

1431 FIRE MISSION POSTED FOR KE 3504 42SXD 84783 49138 FIRE UNIT IS BLACK SHEEP 105MM FROM FOB FORTRESS OBSERVER COMBAT 92 LOCATION IS 42SXD 84500 47850 

1447 COP BADEL IS NO LONGER TAKING FIRE

1452 END OF FIRE MISSION

NO BDA TO REPORT


ROUNDS FIRED:
105MMX3 HE/PD
400 ROUNDS 5.56MM
550 ROUNDS X .50 CAL
600 ROUNDS 7.62MM 
60 ROUNDS MK-19
6 ROUNDS 60 MM
1 JAVELIN
**********NFTR***********

",RC EAST,ENEMY,,A SIGACTS MANAGER,TF CHOSIN,CF,0,0,0,0,0,0,0,0,0,42SXD8446047860,34.75622559,71.01533508,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
6A15BBE6-FB4C-484E-BBEC-1B9C106A65E4,2009-07-15 14:51:00,Enemy Action,Indirect Fire,41RQQ32500925002009-07#1387.01,(ENEMY ACTION) INDIRECT FIRE RPT   2R22R BG : 0 INJ/DAM,"2R22R BG reported while manning FOB MASUM GHAR, INS engaged with IDF, POI = 41R QQ 325 925. FF currently observing the area and trying to locate the POO. No casualties or damage reported.

UPDATE 2218D*
The round did not detonate. It was placed in a secure location and made safe. NFTR. 

***Event closed at 2218D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,2R22R BG,CF,0,0,0,0,0,0,0,0,0,41RQQ3250092500,31.54405403,65.44909668,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
BF872BE0-DD63-4EC4-8408-5A84B50F18BC,2009-07-15 16:35:00,Friendly Action,Escalation of Force,41SPR76980479302009-07#1393.01,(FRIENDLY ACTION) ESCALATION OF FORCE RPT  (Mortar) C COY 2 RIFLES : 0 INJ/DAM,"C COY 2 RIFLES providing FP to PB CHAKAW. FF observed 1 x FAM at GR 41S PR 7515 4793 who was digging in the area. FF fired 1 x 60mm Infra Red ILLUM as a warning shot. No casualties or damage reported.

UPDATE 2314D*
No further activity in the area. NFTR. 

***Event closed at 2315D*",RC SOUTH,FRIEND,,A SIGACTS MANAGER,C COY 2 RIFLES,,0,0,0,0,0,0,0,0,0,41SPR7698047930,32.05374527,64.87463379,RC (S),A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
7F440389-1517-911C-C5E509446F8F91A1,2009-07-15 14:53:00,Explosive Hazard,IED Suspected,20090715145341SPR7260046190,(EXPLOSIVE HAZARD) IED SUSPECTED RPT   A COY 2 RRF : 0 INJ/DAM,"RC South reported an IED find:
FF reported that while conducting a NFO patrol they found an IED consisting of 1x RPG warhead with cord running into the ground.  The warhead was wrapped in plastic and buried approx 2 inches into the ground.  ICOM suggested INS intended to initiate a device and then engage with SAF.  FF have no intention to continue with any further action on the IED.  FF need more assets than currently available to isolate the area for IEDD action.  FF marked and avoided the scene.  No casualties or damage reported.  Event closed at 1529Z.
",RC SOUTH,ENEMY,,TFH / TF East JOC Watch,A COY 2 RRF,CF,0,0,0,0,0,0,0,0,0,41SPR7260046190,32.03873444,64.82794952,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
6352E6EF-6D9C-4BF9-85A8-577788F23E1B,2009-07-15 14:58:00,Enemy Action,Indirect Fire,41RQQ20800939002009-07#1390.01,(ENEMY ACTION) INDIRECT FIRE RPT  (Hand Grenade) ANA (1/1/205) WITH CDN OMLT : 0 INJ/DAM,"ANA (1/1/205) with CDN OMLT reported while manning SP HOWZ-E-MADAD, INS threw 6-7 grenades towards the S portion of SP HOWZ-E-MADAD. FF took cover and is considering an AirTic in SP. No casualties or damage reported.

UPDATE 2223D*
NFTR.

***Event closed at 2223D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,ANA (1/1/205) with CDN OMLT,ANSF,0,0,0,0,0,0,0,0,0,41RQQ2080093900,31.55897713,65.3262558,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
DB230F95-B635-4A79-BFD0-F7DB4CB7B085,2009-07-15 15:05:00,Non-Combat Event,Accident,41RPR92600019672009-07#1392.01,(Non-Combat Event) Accident rpt RC (S),"C COY TF 1-12 reported while conducting a NFO, While conducting a mounted patrol a LN little girl ran out in front of a C Coy vehicle. The vehicle struck and killed the child. TF 1-12 CoC is aware. FIR will be submitted ASAP.

UPDATE 2119D*
When FIR is received, event will be updated. 

***Event closed at 2120D*

***Event re-opened at 160450D*

FIR of the event: TFK/TF 1-12 reported on 151935D*JUL09 at 41R PR 92600 01967 (just west of Hutal  COP Rath  Maiwand District, Kandahar Province, Afghanistan on Highway 1 heading westbound), CF while conducting a mounted patrol, struck and killed a young girl that reportedly ran out in front of the convoy. CF gave the family a celatia payment of $2,500.00. The patrol leader escorted the family back to their home with the body. A 15-6 investigating officer has been assigned to this incident. The TACON higher headquarters has been informed and the parent BDE Commander has been informed.

***Event closed at 160455D*1 Non Battle Deaths afghan(AFG) Local Civilian
",RC SOUTH,NEUTRAL,,A SIGACTS MANAGER,C COY TF 1-12,CF,0,0,0,0,0,1,0,0,0,41RPR9260001967,31.63677406,65.03089905,RC (S),A SIGACTS MANAGER,,,NEUTRAL,GREEN,NATO CONFIDENTIAL Releasable to GCTF
EA00CEDD-95F8-4168-903D-D16E26A4E6A7,2009-07-15 15:14:00,Explosive Hazard,Unexploded Ordnance,41SMT28319860142009-07#1388,(EXPLOSIVE HAZARD) UNEXPLODED ORDNANCE RPT   TF NORTH : 0 INJ/DAM,"TF NORTH reported while the engineers were working on the westside of CAMP ARENA, they found an anti tank launcher. FSB EOD Team has already removed it. No casualties or damage reported.

***Event closed at 161042D*",RC WEST,ENEMY,,TF PALADIN LNO,TF NORTH,CF,0,0,0,0,0,0,0,0,0,41SMT2831986014,34.21269989,62.22185898,RC (W),TF PALADIN LNO,,,ENEMY,RED,NATO CONFIDENTIAL Releasable to GCTF
8210E860-1517-911C-C506D909C339CE3A,2009-07-15 15:20:00,Enemy Action,Direct Fire,20090715153742SXD7872167650,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) D 2-12 IN : 0 INJ/DAM,"S:   UNK
A:   SAF
L-F: XD 78380 68850
L-E: XD 7872 6765
T:   151952LJULY2009
U:   DAGGER 2-12
R:   SAF

1520z: D/2-12IN reports receiving SAF from XD 7872 6765, they retuned with SAF.

1528z: 120mm out of COP Michigan to target KE2631 (XD78769 67515), KE2634 (XD 77244 66907).

1540z: D/2-12In reports no longer receiving any contact ATT and is now scanning the area for movement.

TIC CLOSED

NO BDA

120mm: 7x HE (RNDs observed)",RC EAST,ENEMY,,TF MTN Warrior SIGACT Manager,D 2-12 IN,,0,0,0,0,0,0,0,0,0,42SXD7872167650,34.9356041,70.95688629,TF MTN Warrior SIGACT Manager,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
8216B695-1517-911C-C501D966B34F758C,2009-07-15 15:20:00,Enemy Action,Indirect Fire,20090715154442SXD9102366981,(ENEMY ACTION) INDIRECT FIRE RPT   C 2-12 IN : 0 INJ/DAM,"S: unk
A: IDF
L-F: XD 91023 66981
L-E: UNKNOWN ATT
T: 151940LJUL09
U: C/2-12
R: OBSERVING

1508z: C/2-12In reports receiving 3x RNDS of IDF, all landing to the South.

1512z: C/2-12IN reports receiving 1x more RND of IDF.

!!!!!FIRE MISSION!!!!!
TIME: ATT
ASSET: 120MM / HONAKER-MIRACLE
OBS/OBS LOC:  C95/H-M
 TGT LOC: ke2428
RDS/TYPE: 1 HE I/A
TGT DES/REASON: TIC, COALITION FORCES ARE BEING ENGAGED FROM THE ABOVE LOACTION 
 GTL: 038 DEG	MAXORD:14,000 MSL
!!!!!FIRE MISSION!!!!!

1515z: 120mm out of Honaker Miracle ATT.

1532z: C/2-12IN reports no longer receiving IDF but has receivied INTEL that the AAF have a total of 10x RNDs of IDF.

TIC CLOSED

NO BDA

120mm: 1x HE (RND observed)",RC EAST,ENEMY,,TF MTN Warrior SIGACT Manager,C 2-12 IN,CF,0,0,0,0,0,0,0,0,0,42SXD9102366981,34.92733002,71.09135437,TF MTN Warrior SIGACT Manager,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
7FC4B12F-1517-911C-C505A94F2FE80A39,2009-07-15 15:30:00,Explosive Hazard,IED Suspected,20090715153041RQQ4516389810,(EXPLOSIVE HAZARD) IED SUSPECTED RPT   2R22R BG : 0 INJ/DAM,"RC South reported a POSS IED find:
FF reported while conducting a framework patrol, they found 1x PMN and wires leading to a grey box on a motorbike (POSS VBIED).  FF are observing from OP and requested EOD.  No casualties or damage reported.  EOD will exploit on 16JUL09.  NFTR.  Event closed.",RC SOUTH,ENEMY,,TFK / TF East JOC Watch,2R22R BG,CF,0,0,0,0,0,0,0,0,0,41RQQ4516389810,31.51718521,65.58170319,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
0x080e000001227f1b00da16dc98778060,2009-07-15 15:56:59,Enemy Action,Direct Fire,200961535642SWD5794065750,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) TF WARRIOR : 0 INJ/DAM,"Event Title:N2 1556Z
Zone:null
Placename:ISAF #07- 1435
Outcome:null

S- UNK
A-SAF
L-42SWD6104459838 
T-1605Z
U-RED 2
R-RED 2 REPORTS RECEIVING SAF SOUTH OF TATARKHEYL GRID 42SWD 61271 58848

1605Z- RED 2 RECIEVES SAF SOUTH OF TATARKHEYL GRID 42SWD 61271 58848

1606Z- RED 2 RETURNS FIRE AND BREAKS CONTACT

1608Z- RED 2 RECEIVES SAF SOUTH OF TATARKHEYL GRID 42SWD 61364 59513

1610Z- RED 2 RETURNS FIRE AND BREAKS CONTACT

1932Z- ALL UNITS RTB ATT

NO CIV WIA/KIA

EVENT CLOSED AT 1932Z",RC EAST,ENEMY,,A SIGACTS MANAGER,TF WARRIOR,CF,0,0,0,0,0,0,0,0,0,42SWD5794065750,34.93257904,69.6344223,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
81E087DA-1517-911C-C5D21FA9BA79E066,2009-07-15 16:43:00,Explosive Hazard,IED Explosion,20090715164342SVC4573410397,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (PBIED) LN CIV : 2 CIV KIA 2 CIV WIA 1 UE KIA ,"Pol BG reported that there was a suicide attack against LNs outside of FOB Ghazni. The LNs were just outside of the gate when the explosion occurred. 


RC East reported a SVBIED strike:
COMPASS/TMCC reported the same event as follows
a Suicide borne strike IVO the truck staging area outside of PRT Ghazni.  The staging area is a non secure area and used by truck drivers for overnight parking.  Initial BDA:  3x LN killed, 2x LN wounded.  No FF casualties or damages reported.  NFI att.
COMPASS/TMCC reported same event as follows:
A SUICIDE Bomber detonated themself IVO vehicle parking lot(truck staging are) of PRT GHAZNI, in close proximity to trucks.  There are reports of many bystanders wounded or killed but no accurate BDA att.  The specific target of the attack is unclear.  NFTR.  Event closed.",RC EAST,ENEMY,,J3 ORSA,LN Civ,CIV,0,0,0,0,2,2,0,1,0,42SVC4573410397,33.53179169,68.41556549,J3 ORSA,J3 ORSA,,,ENEMY,RED,SECRET
